Unnamed: 0	Address2	Latitude	Longitude
985	Đại Mỗ	209.898.009	1.057.615.252
986	ngõ An Sơn, đường Đại La	209.960.362	10.584.801
987	Phố Thịnh Quang, Phường Đống Đa	210.083.647	1.058.180.219
988	Nguyễn Thế Truyền, Phường Tân Sơn Nhì	107.959.013	1.066.319.936
989	Mặt Tiền 10M, Khu Sân Uấu Kinh Doanh Tốt, Phường Tân Sơn Nhì, Nguyễn Thế Truyền	107.959.013	1.066.319.936
990	Hẻm 820 Huỳnh Văn Nghệ, Bửu Long, Biên Hòa	109.674.345	1.067.951.874
991	Cầu đường số 8, Phường 11, Quận Gò Vấp	108.414.544	1.066.624.967
992	đường số 38, Phường Hiệp Bình Chánh, TP.Thủ Đức	108.424.872	1.067.344.933
993	Ngõ Linh Quang, Đống Đa	210.235.143	1.058.372.052
994	Bạch Mai, Hai Bà Trưng	210.008.143	1.058.517.814
995	False		
996	Quận 4	107.578.263	1.067.012.968
997	Đông Lợi, TX Sapa	223.334.447	103.841.518
998	Võ Chí Công		
999	Ðồng Xoài, Tân Bình	115.245.481	1.068.856.933
1000	Ngõ Văn Quán, Quận ?		
1001	phố Trần Phú, Hà Đông	209.799.246	1.057.873.752
1002	Nguyễn Khuyến, ngõ thoáng sạch sẽ, Hà Đông	20.955.835	1.057.563.658
1003	Tây Hoà, Quận	129.285.815	1.091.642.208
1004	Tây Hòa	129.285.815	1.091.642.208
1005	Hàng Xiu Hiếm, Khương Trung	209.971.504	1.058.216.911
1006	KĐT 31ha Trâu Quỳ, Gia Lâm	210.098.198	105.939.818
1007	đường Lạc Long, Phường Tân Bình	115.190.638	1.068.856.933
1008	Văn Quán, Hà Đông	209.796.446	1.057.923.394
1009	Phố Xům, Lô Góc, Quận Đa Nam		
1010	đỗ Xuân Hợp		
1011	Ngô Thì Nhậm, Hà Đông	209.691.116	1.057.688.504
1012	đường Bùi Hữu Nghĩa, Phường Tân Vạn	109.137.732	106.827.238
1013	đường Nguyễn Ái Quốc, Phường Hóa An, Quận Biên Hòa	109.344.857	1.068.047.583
1014	ngõ Thịnh Quang, Phường Đống Đa	21.006.475	1.058.192.136
1015	đường Thịnh Quang, phường Đống Đa	210.067.052	1.058.205.335
1016	đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh	107.971.065	1.067.106.694
1017	Võ Thị Sáu, Ngõ thông, Mặt tiền 9,6m, Quận...		
1018	Tô Hiệu, Lê Chân, Hải Phòng	208.508.055	1.066.789.703
1019			
1020	đường Số 4, Phường 16, Quận Gò Vấp	108.490.306	1.066.583.326
1021	Quốc lộ 13, Hiệp Bình Phước	108.505.432	1.067.193.752
1022	phố Đại La, mặt ngõ An Sơn, gần chợ Mơ	209.954.109	1.058.479.723
1023	Trần Cung		
1024	ngõ Nông Thông Tứ Tung, Hoa Bằng		
1025	Trần Thái Tông		
1026	Lê Trọng Tấn, Thanh Xuân	20.993.927	1.058.314.531
1027	phố Hoàng Văn Thái, Quận Thanh Xuân	209.969.246	1.058.246.143
1028	đường Dương Đình Hội	108.228.086	1.067.802.545
1029	hẻm 46, đường số 49, Phường Hiệp Bình Chánh, TP. Thủ Đức	108.389.998	1.067.298.915
1030	phố Hoa Lâm, Long Biên	210.566.774	1.058.957.567
1031	phố Nguyễn Mậu Tài, Gia Lâm	210.144.598	1.059.437.136
1032	Đại Lộ 3, Phước Bình, Đỗ Xuân Hợp, Quận 9	108.150.123	1.067.748.598
1033	đường Lê Văn Thọ, Phường 11, Quận Gò Vấp	108.420.297	1.066.571.573
1034	Hai Bà Trưng		
1035	Hai Bà Trưng, lô góc 2 mặt thoáng đẹp		
1036	Vương Thừa Vũ, Quận Thanh Xuân	209.989.203	105.821.837
1037	đường Nguyễn Văn Lượng, Quận Gò Vấp	108.386.215	106.673.832
1038	đường Đài nguyễn, Phường Trường Thọ, Quận Thủ Đức	10.832.358	1.067.559.004
1039	Toyota Lê Trọng Tấn, khu an ninh	108.088.348	1.066.167.626
1040	chợ Trường Yên, gần TT Chúc sơn, Quận Chương Mỹ, Hà Nội	20.913.812	1.056.465.679
1041	Hai Bà Trưng, not specified		
1042	Ba La, Hà Đông	209.525.367	1.057.571.732
1043	Phố Xốm	209.438.041	105.756.738
1044	đường Kênh Tân Hóa, Phường Hiệp Tân, Quận Tân Phú	107.717.523	1.066.360.821
1045	Mặt tiền kinh doanh Buôn Bán, gần Bửu Long	109.586.438	1.068.053.993
1046	chợ Thạnh Phú, Biên Hòa	110.106.492	1.068.293.391
1047	phố Ngọc Lâm, Quận Long Biên	210.483.649	1.058.746.166
1048	Vũ Xuân Thiều		
1049	đường Số 27, Phường Long Thạnh Mỹ, Quận 9	108.450.876	1.068.323.717
1050	Nguyễn Hữu Thọ, Xô Viết Nghệ Tĩnh	192.342.489	1.049.200.365
1051	Tân Bình, Đồng Xoài	115.245.481	1.068.856.933
1052	Lê Văn Việt	108.454.575	106.794.186
1053	Dương Đình Nghệ, Phường Yên Hòa, Quận Cầu Giấy	210.215.526	1.057.878.867
1054	Đào Duy Từ, Phường 26, Quận Bình Thạnh	107.600.546	106.665.153
1055	False		
1056	phố Hồ Đình B	210.637.235	1.060.867.977
1057	phân lô Hồ Đình B		
1058	Bửu Long, Huỳnh Văn Nghệ	109.586.438	1.068.053.993
1059	đường Bùi Đình Túy, Bình Thạnh	108.078.203	1.067.034.476
1060	TT14 Shophouse Hải Phát, ngay cạnh chân đế CC Blue Star, đường rộng 13m		
1061	đường 31F, Quận 2		
1062	Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1	107.629.426	1.066.867.982
1063	Phan Văn Trị, P.10, Quận Gò Vấp	108.327.364	1.066.724.769
1064	Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1	107.625.745	1.066.899.303
1065	Hòa Bình, Quận Tân Phú	107.701.883	1.066.319.717
1066	Nam Hoà, TP Thủ Đức	108.265.841	1.067.619.652
1067	Lê Hồng Phong, Hà Đông	209.672.177	1.057.758.553
1068	đường Phan Đình Phùng, Hà Đông	209.729.407	1.057.768.743
1069	Phố Xã Đàn, Quận Đống Đa	210.129.017	1.058.355.017
1070	Lê Lợi, Phường 4, Gò Vấp	108.195.857	1.066.858.909
1071	Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân	107.987.166	1.066.125.495
1072	Bình Dương	113.254.024	106.477.017
1073	đường Tô Ngọc Vân, Quận Thủ Đức	108.614.033	1.067.450.855
1074	Lạc Long Quân, Phường 10, Quận Tân Bình	107.808.805	1.066.500.274
1075	Mặt Tiền Tân Hương	104.862.586	1.063.640.398
1076	Tô Hiến Thành, gần Big C Miền Đông, Vạn Hạnh Mall, ĐH Ngoại Ngữ-Tin Học, bv 115,...	232.246.718	1.052.428.853
1077	đường Hoa Đào, Phường 2, Quận Phú Nhuận	107.982.517	1.066.861.648
1078	Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108.053.797	1.067.115.089
1079	Nguyên Hồng, Đống Đa	210.203.433	1.058.122.241
1080	Phú Nhuận, khu phố ẩm thực	107.991.944	1.066.802.639
1081	đường Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh	108.097.371	1.066.895.281
1082	đường Lý Tự Trọng, Phường Bến Thành, Quận 1	107.744.663	106.697.789
1083	ngõ Gốc Đề, Hai Bà Trưng	209.933.954	1.058.552.647
1084	Mai Thị Lựu, Phường Đa Kao, Quận 1	107.911.633	1.066.991.494
1085	phố Chính Kinh, phường Nhân Chính, Quận Thanh Xuân, Hà Nội	209.995.544	1.058.113.326
1086	Phân lô trung tâm Mỹ Đình	210.256.221	1.057.677.817
1087	đường Phan Đăng Lưu, phường 3, quận Phú Nhuận	108.017.818	1.066.830.914
1088	đường Phan Đăng Lưu, phường 3, quận Phú Nhuận	108.017.818	1.066.830.914
1089	Thạnh Mỹ Lợi	107.583.621	1.067.647.475
1090	đường Phạm Văn Chiêu	108.501.221	1.066.524.088
1091	Khu phân lô Phùng Khoang	20.988.178	1.057.931.515
1092	Nguyễn Văn Cừ, Ngọc Lâm	210.438.304	1.058.723.803
1093	Tân Hương, Gò Dầu, Tân Sơn Nhì, Quận Tân Phú	107.958.295	1.066.269.265
1094	Quốc Lộ 1A, Vườn Laĩ, Quận An Phú	108.607.588	1.066.919.165
1095	Thạnh Mỹ Lợi, TP. Thủ Đức	107.583.621	1.067.647.475
1096	đường số 9, Phường Linh Tây, quận Thủ Đức	108.602.356	1.067.568.433
1097	Lạc Long Quân, Phường 9, Quận Tân Bình	107.768.613	1.066.495.893
1098	Lã Xuân Oai, Quận 9	108.276.733	106.805.864
1099	Phố Cổ Hà Đông	20.955.835	1.057.563.658
1100	Trường Chinh, Thanh Xuân	210.002.252	1.058.309.453
1101	MT 11m x 31m, Bölgesi danh tiếng VIP, Bình Thọ, Thủ Đức	108.467.644	1.067.662.221
1102	KĐT Mỗ Lao, ngõ to, Hà Đông	209.763.148	105.777.254
1103	Phố Nam Dư	209.821.884	1.058.866.703
1104	Tân Tạo, Phường Bình Tân	107.597.516	106.590.819
1105	HLX Tân Tạo, Phường Tân Tạo, Quận Bình Tân	108.174.266	106.634.933
1106	Cổ Linh, Đàm Quang Trung	2.102.694	1.058.964.945
1107	Lê Văn Thọ, Phường 8, Quận Gò Vấp	108.412.988	1.066.572.124
1108	HXT		
1109	đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	108.386.609	1.066.690.736
1110	Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.236.032	1.066.957.585
1111	Nguyễn Văn Cừ		
1112	đường Dương Đình Hội, Phước Long B	108.228.086	1.067.802.545
1113	phasis Gò Dầu, Phường Tân Phú	110.887.527	1.062.669.247
1114	Quận 6	107.480.929	1.066.352.362
1115	đại lộ Võ Văn Kiệt, Quận 6	10.737.173	1.066.388.161
1116	Tân Hoà Đông, Quận Tân Phú	107.900.517	1.066.281.901
1117	đường Bình Hưng Hòa A, phạt  	107.850.966	1.066.069.312
1118	Ngã tư Vạn Phúc	20.982.603	1.057.703.364
1119	ô tô Hùng Vương	117.568.934	1.083.944.189
1120	 Nguyễn Văn Cừ, Gia Thuỵ	210.495.394	1.058.834.124
1121	Bùi Thế Mỹ, Đặng Minh Trứ, Hồng Lạc	10.785.921	1.066.482.374
1122	Chu Văn An, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh	108.109.464	1.067.019.597
1123	Cầu Giấy, Quận Tây Hồ	210.811.211	1.058.180.306
1124	Thiên Minh Đức	186.667.325	1.056.838.019
1125	đường Nguyễn Sơn	210.425.147	1.058.872.588
1126	Nguyễn Sơn, Kinh doanh VIP		
1127	đường số 8, Phường Trường Thọ, Thủ Đức	108.454.196	1.067.584.063
1128	đường Tăng Nhơn Phú A, Quận ______	108.409.534	10.679.719
1129	Hẻm xe hơi, phường, quận Bình Tân	107.652.581	1.066.038.535
1130	Lê Văn Quới, Phường Bình Tân, Quận 6	10.776.189	1.066.113.201
1131	Tên Lửa, Quận 6	10.739.343	106.625.143
1132	đường Lạc Quang, Phường Tân Thới Nhất, Quận 12	108.349.959	1.066.189.173
1133	Phạm Văn Chiêu, Phường 9, Quận Gò Vấp	108.492.114	1.066.501.912
1134	hẻm xe hơi Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Quận Tân Phú	107.959.013	1.066.319.936
1135	khu dân cư Bình Dân, Phường Hiệp Bình Chánh	21.084.855	1.056.690.963
1136	False		
1137	Phố Lý Nam Đế, Hoàn Kiếm	210.348.918	105.844.954
1138	đường Điện Biên Phủ, phườn Phan Si Păng, thị xã Sa Pa	222.497.168	1.039.608.091
1139	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sapa	222.497.168	1.039.608.091
1140	Nguyễn Vân Lượng, Quận Gò Vấp	108.386.215	106.673.832
1141	Sapa	223.363.608	1.038.437.852
1142	Đường Số 7, Phường Tam Bình, Quận Thủ Đức	108.628.229	1.067.320.692
1143	Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh	107.981.379	106.710.916
1144	Nguyễn Văn Cừ		
1145	đường Lê Trọng Tấn, Quận Thanh Xuân	20.993.927	1.058.314.531
1146	Nguyễn Lân, Phường Lê Trọng Tấn, Quận Thanh Xuân	20.993.927	1.058.314.531
1147	phố Lê Trọng Tấn, Quận Thanh Xuân	20.993.927	1.058.314.531
1148	Khu tên lửa, Quận Bình Tân	107.557.614	1.066.126.331
1149	đường ô tô tránh, Ngã tư Tân Sơn Nhì + Gò Dầu	107.958.295	1.066.269.265
1150	Duy Tân, Huế	164.500.008	107.595.372
1151	Lũy Bán Bích, Nguyễn Sơn, Quận Tân Phú	107.766.943	1.066.341.303
1152	Ngõ Chú Hải, Phường Mỗ Lao, Quận Hà Đông	209.833.749	1.057.835.348
1153	Trung Mỹ Tây, Hà Bổng	108.589.651	1.066.114.428
1154	đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức	108.564.547	1.067.660.949
1155	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	107.947.047	1.066.960.934
1156	Lê Văn Thọ, Phường 9, Quận Gò Vấp	108.472.879	1.066.569.162
1157	đường Nguyễn Quyền	160.528.077	1.081.724.354
1158	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sapa	222.497.168	1.039.608.091
1159	đường Lê Văn Thọ, Phường 8, Quận Gò Vấp	108.412.988	1.066.572.124
1160	Xô Viết Nghệ Tĩnh, Điện Biên Phủ, Trường Sa, Phường 17, Quận Bình Thạnh	107.978.161	1.067.049.832
1161	đường 31F, An Phú, Quận 2	107.935.216	1.067.308.195
1162	Đường Uy Nỗ, Đông Anh, Hà Nội	211.641.267	1.058.573.364
1163	đường Lò Lu, Phường Trường Thạnh, TP Thủ Đức	108.264.101	1.068.183.783
1164	Lạc Long Quân		
1165	phố Nguyễn Lương Bằng, Quận Đống Đa	210.161.795	1.058.286.026
1166	Quận 10	107.745.965	1.066.679.542
1167	Quận 10	107.745.965	1.066.679.542
1168	Lê Quang Đạo, Nam Từ Liêm	210.124.718	105.770.698
1169	An Trai, Hoài Đức	210.315.613	1.057.336.501
1170	đường Ba Tháng Hai, Phường 14, Quận 10	107.656.334	1.066.631.892
1171	đường Ba Tháng Hai, Phường 14, Quận 10	107.656.334	1.066.631.892
1172	Đường Quang Trung, Ngã Tư Thủ Đức	108.491.371	1.067.740.409
1173	đường Nguyễn Lam, Phúc Đồng, Long Biên	210.419.613	1.059.031.338
1174	đường quyền, huyện Hà Đông	209.843.294	1.057.947.773
1175	đường Số 7, Tĩnh lộ 10, Trần Văn Giàu	107.949.029	1.065.034.568
1176	Hào Nam, Đống Đa	210.252.222	1.058.272.153
1177	Kinh Doanh ngay Hoàng Hoa Thám, Phường 12, Quận Tân Bình	108.027.732	1.066.475.377
1178	na		
1179	phố Nguyễn Văn Cừ, khu vực	210.464.835	1.058.773.208
1180	phố Nguyễn Văn Cừ, Nguyễn Văn Cừ	210.464.835	1.058.773.208
1181	đường 7B, khu Tên Lửa	107.478.829	1.066.118.492
1182	hẻm 52 Tên Lửa	107.401.427	1.066.151.088
1183	đường Tân Kỳ, Tân Quý, Quận 6	107.480.929	1.066.352.362
1184	Võ Văn Ngân, Linh Chiểu	108.507.175	1.067.644.224
1185	Trường Chinh, Quận Tân Bình	108.076.158	1.066.348.442
1186	Đường Quang Trung, Phường 10, Quận Gò Vấp	108.297.201	1.066.712.159
1187	Ðường Tâm Huyêt, Phường Tân Phong, Tp. Biên Hoà	109.827.185	1.068.395.407
1188	đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An	109.734.555	1.067.237.301
1189	Quận 4	107.578.263	1.067.012.968
1190	đường Tỉnh lộ 10	107.787.764	1.065.356.713
1191	ngã tư Lê Duẩn - Nguyễn Thượng Hiền, Đống Đa	210.187.993	1.058.413.845
1192	đường số 18		
1193	Định Công Thượng, Hoàng Mai	209.784.143	1.058.282.959
1194	Bùi Tá Hán, Phường An Phú, Quận 2	107.942.636	1.067.448.532
1195	Bùi Tá Hán, Quận 2	107.942.636	1.067.448.532
1196	Định Công, Hoàng Mai	209.831.371	1.058.319.653
1197	đường số 55		
1198	Cư Xá Vĩnh Hội, Phường 9, Quận 4	107.611.614	1.066.998.016
1199	hẻm ô tô, đường số 8, Phường Bình An, Quận 2	107.874.321	1.067.383.512
1200	Phạm Văn Chiêu, Phường 8, Quận Gò Vấp	108.455.062	1.066.424.867
1201	Đo Nha, Nam Từ Liêm	210.034.608	1.057.703.287
1202	đường OTO, Quận Sơn Trà	161.069.981	1.082.521.815
1203	Vạn Phúc, Hà Đông	209.786.876	105.771.796
1204	Vạn Phúc, Hà Đông	209.786.876	105.771.796
1205	đường Hoàng Diệu, Hà Đông	209.675.775	1.057.774.849
1206	Tô Hiệu, Quận...	210.417.313	1.057.933.217
1207	Thụy Khuê, Tây Hồ	21.046.133	1.058.246.266
1208	Ngô Thì Nhậm		
1209	đường Thạch Lam, phường Phú Thạnh, Quận Tân Phú	107.780.407	1.066.274.906
1210	đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Dĩ An, Bình Dương	109.263.705	1.067.591.796
1211	đường Số 4, Phường 16, Gò Vấp	108.490.306	1.066.583.326
1212	ngõ Thịnh Hào, Tôn Đức Thắng, Đống Đa	210.234.395	1.058.321.304
1213	đường Cao Đức Lân, An Phú, Quận 2	107.936.999	1.067.423.847
1214	đường Phan Văn Trị, Nơ Trang Long, Phạm Văn Đồng	108.111.789	1.066.954.879
1215	AN HÒA, MỖ LAO, PHÂN LÔ	209.838.951	1.057.897.421
1216	hẻm 80 Ngô Chí Quốc, Phường Bình Chiểu, TP. Thủ Đức	108.792.052	1.067.262.541
1217	Quận 1	107.756.587	1.067.004.238
1218	đường số 39, Phường Tân Quy, Quận 7	10.743.915	1.067.136.826
1219	đường Tôn Thất Thuyết, Quận 4	1.075.325	1.067.052.862
1220	Đỗ Quang		
1221	đường Huỳnh Văn Nghệ, Phường Bửu Long	109.681.917	1.067.972.264
1222	đường Lê Trọng Tấn, quận Thanh Xuân	20.993.927	1.058.314.531
1223	Xã Bình Lợi, Huyện Vĩnh Cửu	110.384.694	1.068.237.374
1224	71/43 Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận	107.993.126	1.066.909.398
1225	đường Võ Liêm Sơn, Phường 4, Quận 8	107.370.879	1.066.755.807
1226	đường Phạm Hùng, Phường 4, Quận 8	107.410.286	1.066.689.351
1227	Liên Kề 885 Tam Trinh	209.761.685	1.058.686.692
1228	Văn Thân, Phường 8, Quận 4	107.415.947	1.066.387.272
1229	Đồng Khởi, Phường ?, Quận ?	107.761.225	1.067.030.267
1230	Lạc Long Quân, Thành phố Tân Bình	107.794.947	1.066.498.878
1231	Sát mặt tiền, Quận Bình Tân	107.652.581	1.066.038.535
1232	ngõ ô tô Tứ Liên	210.695.076	1.058.378.366
1233	đường Trần Phú, Hà Đông	209.799.246	1.057.873.752
1234	Văn La, Hà Đông	209.579.999	1.057.631.668
1235	Phố Ba Đình	210.337.815	1.058.140.539
1236	đường số 7, Bình An, Quận 2	10.785.459	106.738.451
1237	đường Trần Não, Quận 2	107.876.914	1.067.298.625
1238	Tây Sơn, Đống Đa	210.082.189	1.058.237.382
1239	phố Tây Sơn, đường Đống Đa, Quận Đống Đa	210.180.725	1.058.299.495
1240	Đường Số 14, KP6 Hiệp Bình Chánh, Thủ Đức	108.353.321	1.067.161.826
1241	Nguyễn Hiền, ...		
1242	đường Số 19, Phường 8, Quận Gò Vấp	10.839.286	1.066.549.744
1243	chợ Vải, Quận Tân Bình	108.014.659	1.066.525.974
1244	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sa Pa, tỉnh Lào Cai	223.407.143	1.038.407.273
1245	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sa Pa, tỉnh Lào Cai	223.407.143	1.038.407.273
1246	Nguyễn Tư Giản, Phường 12, Quận Gò Vấp	108.326.748	1.066.385.553
1247	Đường oto ven sông lớn, xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai	106.989.676	1.067.302.065
1248			
1249	đường số, Quận 4	107.578.263	1.067.012.968
1250	Hẻm xe tải tránh, Lâm Thị Hố, Tân Chánh Hiệp, Quận 12	108.708.478	1.066.283.941
1251	đường Cổ Bi, Gia Lâm	210.278.022	1.059.406.761
1252	đường Tên Lửa, Phường An Lạc, Quận Bình Tân	107.419.483	1.066.140.022
1253	HXH 6M, Phú Thọ Hoà	107.863.307	1.066.276.567
1254	Sát mặt tiền, Quận Bình Tân	107.652.581	1.066.038.535
1255	Cổ Bi, Gia Lâm	210.303.618	1.059.433.771
1256	đường Yên Hoa, Quận Ba Đình	210.337.815	1.058.140.539
1257	đường Võng Thị, Quận Hồ Tây	210.516.835	1.058.112.908
1258	Lê Duẩn, khu phố 3, thị trấn TÂN SƠN, huyện NINH SƠN, tỉnh NINH THUẬN	117.823.066	1.087.755.895
1259	Ngô Quyền, Hà Đông	209.707.942	1.057.663.373
1260	Sơn Tây	211.162.257	105.495.325
1261	Hồ Đầm Tranh, Long Biên	210.081.317	1.059.099.576
1262	đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức	108.587.761	1.067.777.126
1263	hẻm thông 12m, gần bệnh viện, trường học	108.512.667	1.066.692.118
1264	Đồng Văn Cống, Quận Thủ Đức	107.758.992	1.067.599.925
1265	phố Thanh Bình, ngõ Mỗ Lao, Hà Đông	209.823.818	1.057.780.339
1266	Phạm Cự Lượng, Quận Sơn Trà, Đà Nẵng	160.604.502	1.082.362.439
1267	đường số 7, Hoàng Diệu 2	108.539.481	1.067.714.821
