Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Chính chủ cần bán gấp nhà mặt tiền đường Điện Biên Phủ, P. 17 Q. Bình Thạnh giá chỉ 27 tỷ TL mạnh	27.0					"Chủ định cư nước ngoài cần bán gấp nhà mặt tiền đường Điện Biên Phủ, P. 17 Q. Bình Thạnh.
- Diện tích: 5.1 X 20m (Công nhận đủ: 108m²).
- Kết cấu nhà trệt - 5 lầu - sân thượng. Có khoảng sân để xe trong nhà.
+ Phòng ngủ master lớn, ngăn phòng rộng rãi thoáng mát.
- Nhà đang cho thuê 50tr/tháng cuối tháng 9 hết hợp đồng.
- Giá chào bán: 27 tỷ.
Chủ đang muốn bán gấp nên rất thiện chí, sẵn sàng vào việc thương lượng sâu.
Liên hệ: 0905 713 956 - Văn Thanh."	True	True	True	0	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	107.978.161	1.067.049.832	107.978.161	1.067.049.832
Bán nhà MT đường MIẾU GÒ XOÀI, DT: 4.3x14m, 1 lầu, giá: 5.5 tỷ TL Liên Hệ Ngay	27.0	60.0				"- Bán nhà: Mặt tiền đường Miếu Gò Xoài, DT: 4.3x14m.
- Hiện trạng: Mặt tiền đường rộng 10m, cách mặt tiền đường Lê Văn Quới chỉ 300m, thuận lợi để kinh doanh, buôn bán hoặc cho thuê. Bán kính tiện ích nằm trong 1km như chợ, siêu thị, dịch vụ ăn uống, cửa hàng công nghệ,v.v...
- Kết cấu: 1 trệt, 1 lầu.
- Vị trí: Khu dân cư an ninh, dân trí cao, sầm uất, xe lưu thông thường xuyên.
- Giá: 5.5 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. HCM."	False	False	True	0	đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân	đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân	đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân	10.779.745	1.066.073.872	10.779.745	1.066.073.872
Panorama Slim và các thành phần chính	5.5	45.0				"Những vấn đề bạn đang gặp phải trong quá trình giảm cân:
⭐️ Quá tập trung vào việc ăn kiêng.
⭐️ Thiếu ngủ
⭐️ Chi số tiền lớn đi spa, hút mỡ, làm đẹp
⭐️ Giảm cân nhanh nhưng tăng cân nhanh hơn.
ĐỪNG LO!!!! Dưới sự hỗ trợ của 4 KHÔNG từ Viên Uống Giảm Cân - Panorama Slim, bạn sẽ:
???????? Không cần phải kiềm chế bản thân khỏi việc ăn uống.
???????? Không gây mệt mỏi.
???????? Không có chi phí đáng kể.
???????? Đặc biệt không tăng cân trở lại.
???? Chỉ với 3 viên mỗi ngày, không làm bạn mất quá nhiều thời gian. VẪN ĐANG CHỜ??? Đặt hàng ngay bây giờ!!
???? Với Panoramic Slim, dù kích thước cơ thể bạn thế nào, bạn cũng sẽ trở nên xinh đẹp hơn.
#slim #panorama_slim_authentic #panorama_slim #functional_food_panorama #guideline_panorama_slim #uses_of_panorama_slim #weight_loss #weight_loss_panorama #garcinia_cambogia #phaseolus_vulgaris"	False	False	False	0	na	na	na				
Bán nhà 6 Tầng Thang máy Lý Nam Đế, Hoàn Kiếm chào 3.6 Tỷ - Ngõ nông, kinh doanh Tốt.	3500000000.0	25.0	6.0	5.0		"+ Vị trí: Một căn duy nhất hơn 3 tỷ sở hữu nhà 6 tầng thang máy lõi Hoàn kiếm, Sở hữu một vị trí vô cùng đắc địa.
Nằm tại con Phố Lý Nam Đế thông ra 36 Phố Phường Hà Nội.
Cách Cột Cờ Hà Nội chỉ 1km và sát Bộ Quốc Phòng, Vườn Thượng Uyển
Và gần Đền Quán Thánh, Lăng Chủ Tịch Hồ Chí Minh, Văn Miếu Quốc Tử Giám.
+ Xung quanh tiện ích cực đỉnh nằm trong khu trung tâm hành chính
+ Khung cột bê tông chắc chắn, 3 mặt thoáng.
- Tầng 1: phòng khách, để xe.
- Tầng 2-5: mỗi tầng 1 phòng ngủ khép kín.
- Tầng 6: Bếp, sân phơi

+ Giá chào: 3.6 tỷ . Còn thương lượng cho khách nào thực sự thiện chí.
+ Dân trí cao, hàng xóm thân thiện.
+ Sổ đỏ vuông đẹp nở hậu, sẵn sàng giao dịch.
LH ngay/zalo: 0373022620 ( Văn Anh) hỗ trợ nhiệt tình 24/7.

Trong kho hàng của tôi còn có rất nhiều căn nhà khác tương đương, quý khách có thể tham khảo thêm
( Ảnh thật 100% không đúng tặng nhà )"	False	False	True	0	Phố Lý Nam Đế, Phường Hoàn Kiếm, Hà Nội	Phố Lý Nam Đế, Phường Hoàn Kiếm, Hà Nội	Phố Lý Nam Đế, Phường Hoàn Kiếm, Hà Nội	210.348.918	105.844.954	210.348.918	105.844.954
Bán biệt thự liền kê 2 mặt tiền- KĐT Trung Văn, Nam Từ Liêm cực sầm uất	3.6		4.0	8.0	Từ Liêm	"Hàng cực hiếm, rất ít khi xuất hiện.
Anh chị nhà đầu tư nhanh tay mới kịp chớp cơ hội
Lô nằm giữa rất nhiều toà chung cư , đông dân, sầm uất.
Ở kết hợp kinh doanh hoặc cho thuê đều hái ra tiền.
Vị trí đắc địa: thu nhập dòng tiền mạnh, tiềm năng tăng giá ngút ngàn.
124m G.ía 32.6 tỷ
Liên hệ ngay em Hải để xem nhà ngay và luôn ah.
Ms Hải: 0896133028 ( có zalo)

#TULIEM #bánnhà #bannha #bannhaquanbactuliem #bannhatrungvan #bannhaphanlo #bánnhannamtuliem #oto #kimcuong #kinhdoanh #bannhagap #bannhamatpho #nhamatpho #namtuliem #banlogoc #banbietthu #banbietthulienke #bietthulienketrungvan"	False	True	True	0	KĐT Trung Văn, Nam Từ Liêm	Từ Liêm	KĐT Trung Văn, Nam Từ Liêm	210.034.608	1.057.703.287	209.923.079	1.057.886.708
HẺM XE TẢI 6M PHAN VĂN TRỊ, PHƯỜNG 11, BÌNH THẠNH, 2 TẦNG BTCT, 80M2, 6.x TỶ	5.45	80.0	3.0	2.0		"- Diện tích: 6.6 x 12m
- Kết cấu: 1 trệt 1 lầu BTCT; 3 PN, 2 WC. Phòng khách, bếp và ban công siêu thoáng
- Đường đi rộng rãi, an ninh, sạch đẹp. Khu vực Phạm Văn Đồng, Nơ Trang Long, Phan Văn Trị
- Gần siêu thị Emart, chợ Cầu Đỏ, chợ Cây Thị, ĐH Văn Lang; tràn trề tiện ích
- Sổ hồng nở hậu, hoàn công đủ, pháp lý chuẩn, công chứng mua bán ngay"	True	False	True	0	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	108.159.197	1.066.952.001	108.159.197	1.066.952.001
Bán nhà đường Man Thiện - Tăng Nhơn Phú A. Thủ Đức. Giá chỉ 2.7ty	6.6	36.0	3.0	2.0	Đường Man Thiện. Phường Tăng Nhơn Phú A.TP Thủ Đức ( Quận 9 cũ )	"CẦN BÁN GẤP - GIÁM LUÔN 500tr
Nhà bán gần đường Man Thiện
Sát bên cạnh Khu Công Nghệ Cao
Diện tích : 3.6 X 11
Thiết Kế : 1T + 1L. 3Phòng Ngủ + 2 wc
Sổ riêng.Hoàn công đủ 7-E
Cần bán gấp trong tuần nên giảm hẳn 500tr. Giá chỉ có 2.7ty. Hẻm 3 gác chạy vi vu
Lhe Em Hiếu 24/7 để xem nhà + Sổ"	False	False	True	0	đường Man Thịện, Phường Tăng Nhơn Phú, Quận Thủ Đức	Đường Man Thiện. Phường Tăng Nhơn Phú A.TP Thủ Đức ( Quận 9 cũ )	đường Man Thịện, Phường Tăng Nhơn Phú, Quận Thủ Đức	108.511.904	106.795.021	108.511.904	106.795.021
Cần bán nhà mt 61.8m2 đường Liêu Bình Hương, shr, 1t3	2.7	61.0			tân thông hội, củ chi	"- Cấn bán gấp nhà mặt tiền đường nhựa số 41 (sẹc Liêu Bình Hương)-Tân Thông Hội
- Diện tích: 68.1m2 (4.3x11.5)
- Giá: 1 tỷ 3
- Sổ hồng riêng
- Nhà nằm gần khu chợ Việt kiều nên là dân cư đông đúc, quán sá , đầy đủ tiện nghi. Đi 5 phút qua Tỉnh Lộ 8 và 10 phút qua Quốc Lộ 22
- Anh chị quan tâm thì liên lạc em để biết thêm thông và trực tiếp đi xem nhà ạ
- Miễn tiếp MG"	False	False	True	0	đường Liêu Bình Hương, Tân Thông Hội	tân thông hội, củ chi	đường Liêu Bình Hương, Tân Thông Hội	109.471.303	10.650.538	109.682.095	1.065.058.241
BÁN NHÀ BÌNH TÂN PHAN ANH, OTO NÉ 50M2-4T 5 TỶ LH 0948362610	1.3	50.0			Phan Anh, Bình Trị Đông, Bình Tân	"BÁN NHÀ BÌNH TÂN PHAN ANH, OTO NÉ 50M2-4T 5 TỶ LH 0948362610
_ Đường ô tô thông, giáp Tô Hiệu Tân Phú, sát mặt tiền chỉ 20m, Bình Trị Đông, Bình Tân.
_ Diện tích 50m2 4*12m
_ Kết cấu 4 tầng 1 trệt 1 lửng 1 lầu sân thượng, 4PN, 3WC.
_ Thông tứ tung Phan Anh, An Dương Vương, Tân Hòa Đông Quận 6, Hòa Bình Quận 11, Bình Long Tân Phú,...
_ Gần Ngã Tư Bốn xã, giáp Đầm Sen, giáp Bình Thới Quận 11,...
_ Sổ hoàn công đủ, mua bán công chứng ngay.
_ Liên hệ Hoa kho nhà 1000 căn xem ngay gọi 0948362610"	False	False	True	0	Tô Hiệu, Tân Phú	Phan Anh, Bình Trị Đông, Bình Tân	Tô Hiệu, Tân Phú	107.673.378	1.066.230.141	107.691.501	1.066.269.722
Siêu Vị Trí ! Bán nhà MT CÔ BẮC đối diện dự án Anpha King - DT 9x25m - KC : 3 Tầng - Giá 100 Tỷ TL	5.0	225.0			Cô Bắc, Phường Cô Giang, Quận 1	"Vị Trí Đẹp ! Đối diện dự án Anpha King, Sản Phẩm thích hợp cho đầu tư
Bán Gấp nhà MT CÔ BĂC, PHƯỜNG CÔ GIANG, QUẬN 1

- Diện tích : 9x25m
- Kết cấu : 3 Tầng
- Hiện Đang có HĐT bên khu du lịch
- Giá Bán : 100 Tỷ còn thương lượng cho khách thiện chí"	False	False	True	0	Cô Bác, Phường Cô Giang, Quận 1	Cô Bắc, Phường Cô Giang, Quận 1	Cô Bác, Phường Cô Giang, Quận 1	107.640.782	1.066.938.507	107.640.782	1.066.938.507
Siêu Phẩm Đầu Tư ! MT PHẠM VIẾT CHÁNH, QUẬN 1 - 7x22m - Hầm 8 Tầng - HĐT 9000$/th - Giá chỉ 77 Tỷ	100.0	154.0			Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1	"Siêu Phẩm Tốt nhất cho đầu tư, Vị Trí Gần Trung Tâm có tính thanh khoản cao
Ngộp Bank cần Bán Gấp nhà MT PHẠM VIẾT CHÁNH, PHƯỜNG NGUYỄN CƯ TRINH, QUẬN 1

- Diện tích : 7x22m
- kết cấu : Hầm 8 Tầng
- Hợp đồng thuê : 9000$/tháng
- Giá Bán : 77 Tỷ TL

Ngay trung tâm sầm uất của Q1
+ Gần các trường đại học, trung học và tiểu học nổi tiếng tại Q1, cách siêu thị Coop Mart và bệnh viện 2 phút đi bộ.
+ Khu vực an ninh tốt, giao thông vô cùng thuận tiện, dân trí cao, nhiều tiềm năng phát triển, kHU VỰC DỰ ÁN CHUNG CƯ, rất thích hợp đầu tư lâu dài......"	False	True	True	0	PHẠM VIẾT CHÁNH, PHƯỜNG NGUYỄN CƯ TRINH, QUẬN 1	Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1	PHẠM VIẾT CHÁNH, PHƯỜNG NGUYỄN CƯ TRINH, QUẬN 1	107.667.458	1.066.836.714	107.667.458	1.066.836.714
Sản Phẩm Khan Hiếm ! Bán Gấp Nhà MT PHẠM NGŨ LÃO - 6x14m - 4 Tầng - Có HĐT - Giá Bán chỉ 50 Tỷ	22.0	84.0			Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1	"Vị Trí Vàng ! Được Mệnh Danh Là Khu Phố Tây nổi tiếng Bậc Nhất, Rất phù hợp cho nhiều mô hình đầu tư khác nhau
Chính chủ Định Cư Cần Bán Gấp MT PHẠM NGŨ LÃO, PHƯỜNG PHẠM NGŨ LÃO, QUẬN 1

- Diện tích : 6x14m
- Kết cấu : 4 Tầng
- Hiện đang có hợp đồng thuê Cao
- Giá Bán : 50 Tỷ còn thương lượng

+ Siêu Vị Trí Ngay Trung Tâm , Nằm trên trục đường tuy ngắn nhưng rất sầm uất và rất nổi tiếng với tên gọi KHU PHỐ TÂY xung quanh rất nhiều tiện ích và các dự án nổi tiếng, Tiềm năng tương lai phát triển rất cao....
+ Không có sản Phẩm So sánh ......."	False	True	True	0	phố Phạm Ngũ Lão, Quận 1	Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1	phố Phạm Ngũ Lão, Quận 1	107.688.718	1.066.937.594	107.674.471	106.690.655
Siêu Vị Trí ! Bán Gấp nhà MT TRẦN ĐÌNH XU ngay TRẦN HƯNG ĐẠO - 8x20m - KC 4 Tầng - Giá Bán 45 Tỷ	50.0	160.0			Trần Đình Xu, Phường Cầu Kho, Quận 1	"Siêu Vị Trí ! Nằm ngay VÕ VĂN KIỆT và TRẦN HƯNG ĐẠO
Bán Gấp nhà MT TRẦN ĐÌNH XU, PHƯỜNG CẦU KHO, QUẬN 1

- Diện tích : 8x20m
- Kết cấu : 4 Tầng
- Giá Bán : 45 Tỷ còn thương lượng cho khách thiện chí !"	False	False	True	0	TRẦN ĐÌNH XU, PHƯỜNG CẦU KHO, QUẬN 1	Trần Đình Xu, Phường Cầu Kho, Quận 1	TRẦN ĐÌNH XU, PHƯỜNG CẦU KHO, QUẬN 1	10.760.602	1.066.913.802	10.760.602	1.066.913.802
Gò Vấp. Quang Trung Phường 11, 40m2, 4 tầng, chỉ 6.66 tỷ	45.0	40.0	5.0	5.0	Quang Trung	"MS 25123
* Vị trí: Quang Trung, Phường 11, Gò Vấp, gần chợ, trường, siêu thị, UB quận, phường, ngân hàng.
• Nhà mới đẹp xây chắc chắn. Diện tích 40m2, 4 tầng BTCT với 5 phòng ngủ, 4WC.
* Khu VIP phân lô xịn sò, không vướng lộ giới.
• Đường trước nhà 3.5m tráng nhựa, sạch sẽ, an ninh.
• Sổ hồng riêng, hoàn công đầy đủ, công chứng trong ngày.,"	False	False	True	0	Quang Trung, Phường 11, Quận Gò Vấp	Quang Trung	Quang Trung, Phường 11, Quận Gò Vấp			108.358.112	1.066.608.026
Bán nhà Phan Đình Giót, Hà Đông, 2 THOÁNG, Ô TÔ VÀO NHÀ, KINH DOANH ĐỈNH CAO 50M2 5 TẦNG 5.x tỷ	6.66				Hà Đông	"- Bán nhà Phan Đình Giót, Hà Đông. Vị trí hiếm nhà bán. Khu vực trung tâm, 3 phút ra Metro Hà Đông, 10 phút vào trung tâm Hà Nội. Nhà 5 tầng, 50m2, 2 mặt thoáng, đường trước nhà rộng ô tô quay đầu thoải mái. Anh Tuấn là kỹ sư xây cực kỳ kiên cố và đẹp mắt, nay anh bán để chuyển về Cầu Giấy tiện công tác.
+ Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch.
+ Giá: 5.X tỷ (có thương lượng với khách thiện chí).
+ Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công.
+ Miễn tiếp trung gian và môi giới.
+ Liên hệ em Việt nhiệt tình, tận tâm để đi xem nhà ngay 0866408286"	False	True	True	0	Phan Đình Giót, Hà Đông	Hà Đông	Phan Đình Giót, Hà Đông	20.955.835	1.057.563.658	209.686.922	1.057.611.004
NHÀ CHÍNH CHỦ, HXT QUAY ĐẦU, 4.25x13m, GẦN CÔNG VIÊN - METRO QUẬN 6, 6 TỶ	3.99	50.0				"NHÀ CHÍNH CHỦ, HXT QUAY ĐẦU, 4.25x13m, GẦN CÔNG VIÊN - METRO QUẬN 6, 6 TỶ
- Nhà 2 tầng, diện tích 50m2
- Gần công viên, Metro Bình Phú, giáp Bình Tân
- Di chuyển vào các quận trung tâm chỉ 10-15 phút
Liên hệ Ms Thư 0904552026 để được hỗ trợ xem nhà"	False	False	True	0	Gần công viên, Metro Bình Phú	Gần công viên, Metro Bình Phú	Gần công viên, Metro Bình Phú				
Khu vực LINH XUÂN 3PN 60M2 Giảm giá sốc chỉ 2.9 tỷ TL hẽm Ba Gác Nhà cực đẹp, Sổ hồng	6.0	60.0	3.0	2.0	đường sổ 7 linh xuân thủ đức	"SẢN PHẨM SIÊU HOT LINH XUÂN
????Tài sản : đường số 7,LINH XUÂN, quận Thủ Đức
???? Siêu phẩm 1 trệt 1 lầu LINH XUÂN, quận Thủ Đức
???? Diện tích: 5m x 12m=60m2
???? DTCN 60m2
- Công năng : phòng khách, bếp, 3Phòng ngủ, toilet, phòng giặt, phòng thờ, sân trước rộng
--- Gần bệnh viện Hoàn Mỹ
--- Vị trí cách mặt tiền vài trăm mét
❤ Hạ chào giá sốc
???? Giá 2.9 tỷ ngon bổ và rẻ. LH 0347.029.368 dẫn khách 24/24- Miễn phí xem nhà- Nguồn hàng phong phú- Nhiệt Tình, Tận Tâm."	False	False	True	0	đường số 7, Linh Xuân, Quận Thủ Đức	đường sổ 7 linh xuân thủ đức	đường số 7, Linh Xuân, Quận Thủ Đức	108.849.176	1.067.696.037	108.849.176	1.067.696.037
LINH XUÂN- đường số X Siêu phẩm 40m2 2PN sổ hồng công chứng liền chỉ 2.1 tỷ rẻ bèo Bán gấp	2900000.0	40.0			đường số 1 linh xuân thủ đức	"SẢN PHẨM SIÊU HOT LINH XUÂN
????Tài sản : đường số ,LINH XUÂN, quận Thủ Đức
???? Siêu phẩm 1 trệt 1 lầu LINH XUÂN, quận Thủ Đức
???? Diện tích: 4m x 10m=40m2
???? DTCN 40m2
- Công năng : phòng khách, bếp, Phòng ngủ, toilet, phòng giặt, phòng thờ, sân trước rộng
--- Gần bệnh viện Hoàn Mỹ
--- Vị trí cách mặt tiền vài trăm mét
❤ Hạ chào giá sốc
???? Giá 2.100 tỷ ngon bổ và rẻ. LH 0347.029.368 dẫn khách 24/24- Miễn phí xem nhà- Nguồn hàng phong phú- Nhiệt Tình, Tận Tâm."	False	True	True	0	đường số, Quận Linh Xuyên, Quận Thủ Đức	đường số 1 linh xuân thủ đức	đường số, Quận Linh Xuyên, Quận Thủ Đức	108.759.903	1.067.684.808	108.494.094	1.067.537.055
Nhà đẹp Nguyễn Văn Cừ, 75m x 7 tầng, MT 6m, full nội thất, thang máy, kinh doanh, 15 tỷ 6	2100000.0	75.0	6.0	7.0	Nguyễn Văn Cừ, Long Biên	"- Bán nhà mới đẹp trên đường Nguyễn Văn Cừ, phường Gia Thụy, Long Biên. Diện tích 75m, 2 thoáng, mặt tiền rộng 6m, xây dựng 7 tầng hiện đại đẹp như khách sạn 5*.
- Nhà nằm trung tâm đường Nguyễn Văn Cừ thuộc phường Gia Thụy, đường đôi ô tô tránh nhau trước nhà, các nhà bên cạnh hiện đang cho thuê kinh doanh rất tốt. Vị trí đỗ xe thoải mái, khách đến liên hệ có thể đỗ được nhiều xe ô tô. Khu vực hạ tầng tốt, tiện ích không thiếu gì, giao thương buôn bán thuận tiện.
- Nhà xây mới hiện đại phong cách Flamingo Đại Lải, 2 thoáng trước sau, trang thiết bị nội thất đẹp đẳng cấp được đầu tư lắp đặt đồng bộ toàn bộ nhà cùng thang máy nhập khẩu, điều hòa âm trần:
+ T1: Gara để 2 xe 7 chỗ, WC
+ T2: Phòng đa năng rộng thông sàn, WC
+ T3: Phòng ngủ Master, phong thay đồ
+ T4: 2 Phòng ngủ, WC
+ T5: Bếp, Phòng khách, WC
+ T6: Phòng thờ, sân BBQ
+ T7: Sân phơi, cây cảnh.
- Sổ đỏ sẵn sàng sang tên ngay.
LH: 0904.882258"	False	True	True	0	đường Nguyễn Văn Cừ, phường Gia Thụy, Quận Long Biên	Nguyễn Văn Cừ, Long Biên	đường Nguyễn Văn Cừ, phường Gia Thụy, Quận Long Biên	210.464.835	1.058.773.208	210.495.394	1.058.834.124
Hiếm, nhà đẹp Văn Quán, ô tô vào nhà, đối diện Hồ Gươm Plaza, 50m2, 8.35 tỷ	15.6	50.0			Trần Phú Văn Quán Hà Đông	"+ Anh Hải hiện đang là giám đốc công ty phân phối thiết bị điện tử có căn nhà ở Văn Quán muốn bán đi để chuyển đổi.
+ Nhà 5 tầng rộng rãi, chắc chắn, nằm trong khu phân lô của bộ đội biên phòng nên an ninh cực tốt, xe để ngoài cả ngày không sợ mất.
+ Ngõ thoáng rộng sạch sẽ, dân cư văn minh, hàng xóm toàn công chức, quân đội về hưu, sống chan hòa tình cảm.
+Diện tích 50m2 x 5 tầng. Nội thất sang xịn mịn, nội thất tự tay anh thiết kế và decor, tỉ mỉ đến từng viên gạch, bước chân vào nhà chỉ muốn ở lại.
+Tiện ích bạt ngàn, giao thông thuận tiện kết nối Mỗ Lao, Xa La, Phùng Hưng, Trần Phú,...
+Sổ đỏ chính chủ, sẵn sàng giao dịch.
+Giá 8.35 tỷ ( có thương lượng với khách thiện chí )
+Liên hệ E Quân Nhà Đẹp 0934503893 để đi xem nhà ngay."	False	False	True	0	đường Văn Quán	Trần Phú Văn Quán Hà Đông	đường Văn Quán	209.799.246	1.057.873.752	209.786.778	1.057.960.298
Hiếm, nhà đẹp Văn Quán, ô tô vào nhà, đối diện Hồ Gươm Plaza, 50m2, 8.35 tỷ	8.35	50.0			Trần Phú Văn Quán Hà Đông	"+ Anh Hải hiện đang là giám đốc công ty phân phối thiết bị điện tử có căn nhà ở Văn Quán muốn bán đi để chuyển đổi.
+ Nhà 5 tầng rộng rãi, chắc chắn, nằm trong khu phân lô của bộ đội biên phòng nên an ninh cực tốt, xe để ngoài cả ngày không sợ mất.
+ Ngõ thoáng rộng sạch sẽ, dân cư văn minh, hàng xóm toàn công chức, quân đội về hưu, sống chan hòa tình cảm.
+Diện tích 50m2 x 5 tầng. Nội thất sang xịn mịn, nội thất tự tay anh thiết kế và decor, tỉ mỉ đến từng viên gạch, bước chân vào nhà chỉ muốn ở lại.
+Tiện ích bạt ngàn, giao thông thuận tiện kết nối Mỗ Lao, Xa La, Phùng Hưng, Trần Phú,...
+Sổ đỏ chính chủ, sẵn sàng giao dịch.
+Giá 8.35 tỷ ( có thương lượng với khách thiện chí )
+Liên hệ E Quân Nhà Đẹp 0934503893 để đi xem nhà ngay."	False	True	True	0	Văn Quán	Trần Phú Văn Quán Hà Đông	Văn Quán	209.799.246	1.057.873.752	218.628.802	1.065.377.839
